season,week,contestant,judge_score,vote_share_mean,vote_share_std,ci_lower,ci_upper,is_eliminated
2,3,Stacy Keibler,27.0,0.13719993499584873,0.10472280923134554,0.015078955859030938,0.41778812353156963,False
2,3,Jerry Rice,19.0,0.14435977926096327,0.08147503504889105,0.039433406066411915,0.3598895574483566,False
2,3,Giselle Fernandez,22.0,0.028029518305508275,0.02091223466150341,0.001589923543267773,0.07794031233868519,True
2,3,Master P,14.0,0.1795745534186085,0.08072837208740256,0.0648577494230071,0.37443341021813464,False
2,3,Drew Lachey,27.0,0.15108480639586575,0.09704063330989408,0.021662311425361017,0.38220087307521305,False
2,4,Tia Carrere,25.0,0.15244476426319445,0.09984553287795679,0.014660295868175684,0.39187662173502075,False
2,4,George Hamilton,21.0,0.15907709941079926,0.10367555672301818,0.016209070904225645,0.4210099915383652,False
2,4,Lisa Rinna,26.0,0.1402897698550389,0.10307324015369139,0.008487824956894369,0.3929555407300819,False
2,4,Stacy Keibler,26.0,0.1595544179999958,0.11021239602264445,0.011781245843458339,0.4218397652574403,False
2,4,Jerry Rice,24.0,0.14699809163710234,0.0975190658726065,0.013034095382433978,0.37752801012849907,False
2,4,Master P,8.0,0.05859426816096512,0.04018070837141508,0.004936829718341339,0.15130269798732252,True
2,4,Drew Lachey,28.0,0.1830415886729025,0.11392734522558957,0.020062210581681703,0.44361907698604713,False
2,5,Tia Carrere,22.0,0.08309085782900374,0.052644122398457824,0.008257261538330127,0.20131847618739193,True
2,5,George Hamilton,24.0,0.15609866836220584,0.11249635673480757,0.009212917348366179,0.4281825072433675,False
2,5,Lisa Rinna,25.0,0.17213447938174534,0.1113427655556581,0.017055310938256265,0.44573015975529673,False
2,5,Stacy Keibler,30.0,0.18239412665736812,0.11989024895636738,0.01726842111458313,0.4606937016939697,False
2,5,Jerry Rice,23.0,0.19881356996098204,0.1147232740384908,0.025254497725223722,0.47335895276810375,False
2,5,Drew Lachey,27.0,0.2074682978086938,0.12671797887661004,0.023417267135883418,0.4948380813506792,False
2,6,George Hamilton,23.0,0.08101454203146145,0.05646266829885294,0.004742632191273748,0.20898258992073585,True
2,6,Lisa Rinna,27.0,0.1989637205369364,0.1311578069329468,0.02120364062249552,0.5063051105712986,False
2,6,Stacy Keibler,30.0,0.22302516675112757,0.14367591452130435,0.02234611716267052,0.5660236401002758,False
2,6,Jerry Rice,23.0,0.2524876033174912,0.13438792947823663,0.05075673504290824,0.5820812269019219,False
2,6,Drew Lachey,30.0,0.24450896736298094,0.14960212081253824,0.02548645655252894,0.5803886367368869,False
2,7,Lisa Rinna,26.5,0.11028882394014856,0.06588508310656836,0.012205144585272552,0.2532997873477357,True
2,7,Stacy Keibler,27.5,0.26280046561037435,0.1625567768300575,0.02728988527953125,0.644133156616149,False
2,7,Jerry Rice,20.5,0.33439711809051853,0.1464896282937709,0.08629923736499717,0.6532551865614217,False
2,7,Drew Lachey,27.5,0.2925135923589582,0.16396981840712427,0.03969412051567596,0.6682552352468925,False
3,1,Harry Hamlin,17.0,0.08454370492471867,0.06432590002618206,0.0063363687058878345,0.23809305821173926,False
3,1,Vivica A. Fox,22.0,0.09536505291800408,0.06943018977706711,0.008975144996547989,0.2735883434846602,False
